
PALANTIR TECHNOLOGIES INC.,Last: 15.545,Change:  -0.175
"Date: August 15, 2023 at 1:55 PM EDT",Bid: 15.54,Ask: 15.55,Size: 57*59,"Volume: 30,706,958"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Sep 22 2023,PLTR230922C00007000,0,0,8.55,8.65,0,0.9847,0.9909,0.0045,0,7.00,PLTR230922P00007000,0.02,0,0,0.05,0,1.185,-0.0097,0.0045,2
Fri Sep 22 2023,PLTR230922C00008000,7.3,0,7.55,7.65,0,0.6102,0.9874,0.0067,8,8.00,PLTR230922P00008000,0.04,0,0,0.06,0,1.0328,-0.0132,0.0067,1
Fri Sep 22 2023,PLTR230922C00009000,6.57,0,6.55,6.65,0,0,0.9818,0.0104,70,9.00,PLTR230922P00009000,0.02,0,0,0.07,0,0.8911,-0.0189,0.0104,32
Fri Sep 22 2023,PLTR230922C00010000,5.77,0,5.6,5.7,0,0.7541,0.9713,0.0169,36,10.00,PLTR230922P00010000,0.03,-0.01,0.03,0.05,200,0.7577,-0.0294,0.017,161
Fri Sep 22 2023,PLTR230922C00011000,4.55,0,4.65,4.75,0,0.7158,0.9507,0.0288,9,11.00,PLTR230922P00011000,0.06,0,0.06,0.1,0,0.7093,-0.0501,0.0289,137
Fri Sep 22 2023,PLTR230922C00011500,3.92,0,4.15,4.25,0,0.6364,0.9339,0.0376,10,11.50,PLTR230922P00011500,0.09,-0.01,0.1,0.12,47,0.6848,-0.0669,0.0378,41
Fri Sep 22 2023,PLTR230922C00012000,3.7,-0.225,3.7,3.8,111,0.6336,0.9112,0.0486,52,12.00,PLTR230922P00012000,0.14,0,0.14,0.16,0,0.6616,-0.0897,0.0488,146
Fri Sep 22 2023,PLTR230922C00012500,3.6,0,3.3,3.4,0,0.662,0.8816,0.0615,4,12.50,PLTR230922P00012500,0.21,0.02,0.19,0.21,1,0.6368,-0.1196,0.0618,343
Fri Sep 22 2023,PLTR230922C00013000,3,0,2.88,2.94,0,0.6282,0.8441,0.0757,20,13.00,PLTR230922P00013000,0.31,0.05,0.27,0.29,2,0.6257,-0.1572,0.0762,302
Fri Sep 22 2023,PLTR230922C00013500,2.49,-0.16,2.49,2.54,11,0.617,0.7988,0.0905,27,13.50,PLTR230922P00013500,0.39,0.035,0.37,0.39,31,0.613,-0.2029,0.0911,358
Fri Sep 22 2023,PLTR230922C00014000,2.21,-0.065,2.13,2.17,1,0.6088,0.746,0.1046,51,14.00,PLTR230922P00014000,0.52,0.05,0.5,0.53,60,0.6066,-0.2561,0.1055,2733
Fri Sep 22 2023,PLTR230922C00014500,1.8,-0.13,1.8,1.84,2,0.6038,0.687,0.1168,43,14.50,PLTR230922P00014500,0.71,0.085,0.66,0.69,19,0.5973,-0.3156,0.1179,299
Fri Sep 22 2023,PLTR230922C00015000,1.41,-0.21,1.5,1.55,14,0.6005,0.6236,0.126,95,15.00,PLTR230922P00015000,0.86,0.045,0.86,0.9,5,0.5951,-0.3797,0.1275,465
Fri Sep 22 2023,PLTR230922C00015500,1.24,-0.11,1.24,1.28,33,0.5956,0.5581,0.1316,617,15.50,PLTR230922P00015500,1.19,0.145,1.1,1.13,18,0.591,-0.4461,0.1334,330
Fri Sep 22 2023,PLTR230922C00016000,1,-0.11,1.02,1.05,28,0.5944,0.4926,0.1332,495,16.00,PLTR230922P00016000,1.34,0.035,1.38,1.41,106,0.5927,-0.5125,0.1353,487
Fri Sep 22 2023,PLTR230922C00016500,0.81,-0.11,0.83,0.86,28,0.595,0.4295,0.131,629,16.50,PLTR230922P00016500,1.64,0.03,1.68,1.72,11,0.5908,-0.5767,0.1335,167
Fri Sep 22 2023,PLTR230922C00017000,0.65,-0.095,0.67,0.7,98,0.5962,0.3705,0.1256,589,17.00,PLTR230922P00017000,2.07,0.13,2.03,2.07,8,0.5968,-0.6369,0.1284,307
Fri Sep 22 2023,PLTR230922C00017500,0.58,-0.03,0.54,0.57,32,0.5995,0.3171,0.1177,1771,17.50,PLTR230922P00017500,2.54,0.235,2.39,2.44,11,0.5968,-0.6916,0.1209,178
Fri Sep 22 2023,PLTR230922C00018000,0.47,-0.035,0.44,0.47,46,0.6074,0.27,0.1082,511,18.00,PLTR230922P00018000,2.75,0.045,2.78,2.84,3,0.6006,-0.74,0.1117,336
Fri Sep 22 2023,PLTR230922C00018500,0.35,-0.065,0.36,0.39,16,0.6167,0.2295,0.098,282,18.50,PLTR230922P00018500,3.4,0,3.2,3.3,0,0.6217,-0.7818,0.1017,47
Fri Sep 22 2023,PLTR230922C00019000,0.31,-0.035,0.3,0.33,28,0.6297,0.1954,0.0878,574,19.00,PLTR230922P00019000,3.86,0,3.65,3.75,0,0.6414,-0.8172,0.0918,8
Fri Sep 22 2023,PLTR230922C00019500,0.27,-0.025,0.25,0.28,10,0.642,0.167,0.0782,1507,19.50,PLTR230922P00019500,4.05,0.05,4.05,4.15,1,0.6102,-0.8467,0.0823,2
Fri Sep 22 2023,PLTR230922C00020000,0.22,-0.025,0.21,0.24,173,0.655,0.1436,0.0694,1020,20.00,PLTR230922P00020000,4.95,0,4.55,4.65,0,0.6563,-0.8712,0.0736,245
Fri Sep 22 2023,PLTR230922C00020500,0.22,0.01,0.17,0.2,8,0.6611,0.1243,0.0615,1075,20.50,PLTR230922P00020500,0,0,5,5.1,0,0.6479,-0.8914,0.0659,0
Fri Sep 22 2023,PLTR230922C00021000,0.15,-0.03,0.15,0.17,87,0.6755,0.1084,0.0546,220,21.00,PLTR230922P00021000,5.9,0,5.5,5.6,0,0.6885,-0.9082,0.0591,14
Fri Sep 22 2023,PLTR230922C00021500,0.16,0,0.13,0.15,0,0.6906,0.0953,0.0486,130,21.50,PLTR230922P00021500,0,0,5.95,6.05,0,0.6574,-0.9222,0.0531,0
Fri Sep 22 2023,PLTR230922C00022000,0.14,0,0.11,0.13,0,0.7013,0.0843,0.0434,63,22.00,PLTR230922P00022000,5.47,0,6.45,6.55,0,0.693,-0.9339,0.0479,20
Fri Sep 22 2023,PLTR230922C00022500,0.11,0,0.09,0.12,0,0.7142,0.075,0.0389,94,22.50,PLTR230922P00022500,7.05,0,6.9,7.05,0,0.7275,-0.9439,0.0434,1
Fri Sep 22 2023,PLTR230922C00023000,0.1,0,0.08,0.11,0,0.7312,0.0672,0.035,470,23.00,PLTR230922P00023000,0,0,7.4,7.55,0,0.7074,-0.9523,0.0394,0
Fri Sep 22 2023,PLTR230922C00023500,0.08,0,0.07,0.1,0,0.7454,0.0605,0.0316,1036,23.50,PLTR230922P00023500,0,0,7.9,8.05,0,0.7385,-0.9596,0.0362,0
Fri Sep 22 2023,PLTR230922C00024000,0.12,0,0.06,0.09,0,0.7567,0.0548,0.0287,31,24.00,PLTR230922P00024000,0,0,8.4,8.55,0,0.7687,-0.9658,0.0329,0
Fri Sep 22 2023,PLTR230922C00024500,0.16,0,0.06,0.1,0,0.7943,0.0498,0.0261,4,24.50,PLTR230922P00024500,0,0,8.9,9.05,0,0,-0.9714,0.0306,0
Fri Sep 22 2023,PLTR230922C00025000,0.07,-0.005,0.06,0.08,10,0.8021,0.0455,0.0238,527,25.00,PLTR230922P00025000,0,0,9.4,9.5,0,0,-0.976,0.0282,0
Fri Sep 22 2023,PLTR230922C00026000,0.06,0.005,0.04,0.07,10,0.8198,0.0383,0.02,24,26.00,PLTR230922P00026000,0,0,10.4,10.5,0,0,-0.9842,0.0246,0
Fri Sep 22 2023,PLTR230922C00027000,0.06,0.005,0.03,0.06,50,0.8407,0.0327,0.017,4,27.00,PLTR230922P00027000,0,0,11.4,11.5,0,0,-0.99,0.0196,0
Fri Sep 22 2023,PLTR230922C00028000,0.01,-0.045,0.03,0.06,1,0.8855,0.0282,0.0146,5,28.00,PLTR230922P00028000,0,0,12.4,12.5,0,0,-0.9941,0.0148,0
Fri Sep 22 2023,PLTR230922C00029000,0.04,0,0.01,0.04,50,0.8542,0.0245,0.0126,98,29.00,PLTR230922P00029000,0,0,13.4,13.5,0,0,-0.9968,0.0077,0
Fri Sep 22 2023,PLTR230922C00030000,0.02,0,0.01,0.09,0,0.9846,0.0215,0.011,170,30.00,PLTR230922P00030000,0,0,14.35,14.5,0,0,-0.9985,0.0035,0
Fri Sep 22 2023,PLTR230922C00031000,0.08,0,0.01,0.08,0,1.0084,0.019,0.0096,3,31.00,PLTR230922P00031000,0,0,15.4,15.5,0,0,-0.9996,0.0009,0
Fri Sep 22 2023,PLTR230922C00035000,0.03,0,0,0.07,0,1.1117,0.0122,0.006,46,35.00,PLTR230922P00035000,0,0,19.35,19.5,0,0,-1,0,0
Fri Sep 29 2023,PLTR230929C00005000,0,0,10.55,10.65,0,1.3931,0.9968,0.0015,0,5.00,PLTR230929P00005000,0,0,0,0.03,0,1.4092,-0.0037,0.0015,0
Fri Sep 29 2023,PLTR230929C00007000,0,0,8.55,8.65,0,0.6937,0.9917,0.0042,0,7.00,PLTR230929P00007000,0,0,0,0.04,0,1.0562,-0.0088,0.0042,0
Fri Sep 29 2023,PLTR230929C00008000,7.55,0,7.55,7.7,0,0.8858,0.987,0.0068,11,8.00,PLTR230929P00008000,0,0,0,0.04,0,0.8948,-0.0136,0.0068,0
Fri Sep 29 2023,PLTR230929C00009000,6.73,0,6.6,6.7,0,0.8277,0.9794,0.0111,2,9.00,PLTR230929P00009000,0.03,0.005,0,0.04,15,0.7518,-0.0212,0.0111,15
Fri Sep 29 2023,PLTR230929C00010000,5.8,0,5.6,5.7,0,0.7404,0.9662,0.0184,4,10.00,PLTR230929P00010000,0.05,-0.005,0.04,0.07,102,0.7396,-0.0345,0.0185,108
Fri Sep 29 2023,PLTR230929C00010500,0,0,5.15,5.25,0,0.718,0.9559,0.0238,0,10.50,PLTR230929P00010500,0.07,-0.005,0.06,0.09,200,0.7139,-0.0447,0.0239,1
Fri Sep 29 2023,PLTR230929C00011000,4.5,-0.4,4.65,4.8,1,0.6852,0.9421,0.0308,0,11.00,PLTR230929P00011000,0.12,0.025,0.09,0.12,23,0.695,-0.0586,0.0309,121
Fri Sep 29 2023,PLTR230929C00011500,4.33,0,4.2,4.3,0,0.6455,0.9236,0.0394,6,11.50,PLTR230929P00011500,0.13,0,0.13,0.15,0,0.671,-0.0772,0.0396,26
Fri Sep 29 2023,PLTR230929C00012000,3.8,-0.2,3.75,3.9,1,0.6554,0.8994,0.0497,3,12.00,PLTR230929P00012000,0.19,0.015,0.17,0.2,12,0.6476,-0.1015,0.05,46
Fri Sep 29 2023,PLTR230929C00012500,3.4,0,3.35,3.45,0,0.644,0.8688,0.0615,4,12.50,PLTR230929P00012500,0.24,0.01,0.24,0.27,33,0.636,-0.1323,0.0618,79
Fri Sep 29 2023,PLTR230929C00013000,3.1,0,2.95,3.05,0,0.6371,0.8313,0.0741,12,13.00,PLTR230929P00013000,0.34,0.03,0.32,0.35,52,0.618,-0.1701,0.0746,44
Fri Sep 29 2023,PLTR230929C00013500,2.6,-0.13,2.56,2.62,5,0.6095,0.787,0.0868,0,13.50,PLTR230929P00013500,0.44,0.025,0.43,0.47,9,0.6102,-0.2148,0.0875,43
Fri Sep 29 2023,PLTR230929C00014000,2.2,-0.16,2.21,2.27,2,0.6056,0.7365,0.0987,3,14.00,PLTR230929P00014000,0.6,0.05,0.57,0.61,13,0.602,-0.2657,0.0996,82
Fri Sep 29 2023,PLTR230929C00014500,1.91,-0.115,1.89,1.94,30,0.5972,0.681,0.1089,75,14.50,PLTR230929P00014500,0.77,0.06,0.74,0.78,30,0.595,-0.3218,0.11,46
Fri Sep 29 2023,PLTR230929C00015000,1.59,-0.145,1.59,1.65,26,0.5941,0.622,0.1165,60,15.00,PLTR230929P00015000,0.99,0.08,0.95,0.99,1,0.5953,-0.3815,0.118,85
Fri Sep 29 2023,PLTR230929C00015500,1.44,-0.02,1.35,1.39,20,0.5953,0.5615,0.1212,62,15.50,PLTR230929P00015500,1.2,0.06,1.19,1.24,10,0.5925,-0.4428,0.123,71
Fri Sep 29 2023,PLTR230929C00016000,1.18,-0.035,1.13,1.17,98,0.5963,0.5013,0.1228,117,16.00,PLTR230929P00016000,1.48,0.09,1.46,1.51,94,0.5894,-0.504,0.1249,140
Fri Sep 29 2023,PLTR230929C00016500,0.94,-0.075,0.93,0.98,16,0.5955,0.4431,0.1214,39,16.50,PLTR230929P00016500,1.75,0,1.77,1.82,0,0.5911,-0.5634,0.1238,33
Fri Sep 29 2023,PLTR230929C00017000,0.75,-0.095,0.77,0.81,47,0.5962,0.3883,0.1173,155,17.00,PLTR230929P00017000,2.19,0,2.1,2.16,0,0.5916,-0.6193,0.1201,42
Fri Sep 29 2023,PLTR230929C00017500,0.62,-0.085,0.63,0.67,54,0.5972,0.338,0.1113,49,17.50,PLTR230929P00017500,2.35,-0.025,2.46,2.54,1,0.5971,-0.6709,0.1144,21
Fri Sep 29 2023,PLTR230929C00018000,0.53,-0.055,0.52,0.56,136,0.6026,0.2929,0.1038,93,18.00,PLTR230929P00018000,2.99,0,2.84,2.93,0,0.5991,-0.7173,0.1073,62
Fri Sep 29 2023,PLTR230929C00018500,0.44,-0.045,0.44,0.47,26,0.612,0.2531,0.0956,364,18.50,PLTR230929P00018500,3.3,0,3.25,3.35,0,0.6074,-0.7584,0.0993,5
Fri Sep 29 2023,PLTR230929C00019000,0.37,-0.04,0.36,0.4,54,0.6187,0.2187,0.0871,228,19.00,PLTR230929P00019000,3.65,0,3.65,3.75,0,0.6125,-0.7942,0.0911,10
Fri Sep 29 2023,PLTR230929C00019500,0.32,-0.03,0.31,0.34,14,0.6304,0.1892,0.0788,25,19.50,PLTR230929P00019500,4.26,0,4.1,4.2,0,0.6074,-0.825,0.083,1
Fri Sep 29 2023,PLTR230929C00020000,0.28,-0.015,0.26,0.28,775,0.6352,0.1642,0.071,470,20.00,PLTR230929P00020000,4.5,0,4.55,4.7,2,0.6318,-0.8512,0.0753,2
Fri Sep 29 2023,PLTR230929C00020500,0.24,-0.02,0.22,0.25,1,0.6487,0.1431,0.0637,14,20.50,PLTR230929P00020500,0,0,5.05,5.15,0,0.6289,-0.8734,0.0682,0
Fri Sep 29 2023,PLTR230929C00021000,0.19,-0.03,0.18,0.22,694,0.657,0.1254,0.0572,30,21.00,PLTR230929P00021000,0,0,5.5,5.6,0,0.6418,-0.8922,0.0618,0
Fri Sep 29 2023,PLTR230929C00021500,0.16,-0.04,0.16,0.19,10,0.6694,0.1105,0.0514,433,21.50,PLTR230929P00021500,0,0,5.95,6.1,0,0.6488,-0.9081,0.056,0
Fri Sep 29 2023,PLTR230929C00022000,0.17,0,0.14,0.17,0,0.6828,0.098,0.0462,159,22.00,PLTR230929P00022000,0,0,6.45,6.6,0,0.6478,-0.9216,0.051,0
Fri Sep 29 2023,PLTR230929C00023000,0.14,0.005,0.1,0.13,10,0.6982,0.0783,0.0377,1118,23.00,PLTR230929P00023000,7.65,0.35,7.45,7.55,1,0.6627,-0.9428,0.0425,0
Fri Sep 29 2023,PLTR230929C00024000,0.13,0,0.08,0.11,0,0.7266,0.0639,0.0311,40,24.00,PLTR230929P00024000,0,0,8.4,8.55,0,0.72,-0.9587,0.036,0
Fri Sep 29 2023,PLTR230929C00025000,0.08,-0.015,0.06,0.09,5,0.7454,0.0531,0.0259,49,25.00,PLTR230929P00025000,0,0,9.4,9.5,0,0.7742,-0.9709,0.031,0
Fri Sep 29 2023,PLTR230929C00030000,0.04,0.01,0.03,0.05,50,0.8746,0.0247,0.0121,3,30.00,PLTR230929P00030000,0,0,14.35,14.5,0,0,-0.9983,0.0039,0
